result;subset;metric;epoch;task
0.17375704766786262;train;accuracy;1;emotion
0.1861865709892363;train;accuracy;2;emotion
0.22133948402528617;train;accuracy;3;emotion
0.26736289082521786;train;accuracy;4;emotion
0.3648385443362378;train;accuracy;5;emotion
0.4406287373996241;train;accuracy;6;emotion
0.49589953869810355;train;accuracy;7;emotion
0.5374487442337262;train;accuracy;8;emotion
0.5696508912808247;train;accuracy;9;emotion
0.5954638646847771;train;accuracy;10;emotion
0.6166068682726806;train;accuracy;11;emotion
0.6341192550828635;train;accuracy;12;emotion
0.6491937073690021;train;accuracy;13;emotion
0.6622061946254668;train;accuracy;14;emotion
0.673705791901589;train;accuracy;15;emotion
0.6837038698103537;train;accuracy;16;emotion
0.6927216811891338;train;accuracy;17;emotion
0.7007090381001196;train;accuracy;18;emotion
0.7077207370039655;train;accuracy;19;emotion
0.7145566376217325;train;accuracy;20;emotion
0.7206682775621781;train;accuracy;21;emotion
0.7264805927030428;train;accuracy;22;emotion
0.7316203507677222;train;accuracy;23;emotion
0.7363851870835469;train;accuracy;24;emotion
0.7409226037929267;train;accuracy;25;emotion
0.7451504159602571;train;accuracy;26;emotion
0.7492454012187483;train;accuracy;27;emotion
0.7529838178223621;train;accuracy;28;emotion
0.7565881334063875;train;accuracy;29;emotion
0.7601998974884675;train;accuracy;30;emotion
0.7636530480646815;train;accuracy;31;emotion
0.7668423244490005;train;accuracy;32;emotion
0.7699470357081838;train;accuracy;33;emotion
0.7729444930201707;train;accuracy;34;emotion
0.7756754777769642;train;accuracy;35;emotion
0.7784184748561991;train;accuracy;36;emotion
0.7811794367406873;train;accuracy;37;emotion
0.7838355499204187;train;accuracy;38;emotion
0.7863554521678561;train;accuracy;39;emotion
0.7889479753972322;train;accuracy;40;emotion
0.7913827805628133;train;accuracy;41;emotion
0.7938969026872666;train;accuracy;42;emotion
0.7961570095240366;train;accuracy;43;emotion
0.7983435068263361;train;accuracy;44;emotion
0.8005979839398599;train;accuracy;45;emotion
0.8027432977514318;train;accuracy;46;emotion
0.8048791127299694;train;accuracy;47;emotion
0.8069739876986161;train;accuracy;48;emotion
0.8090095084676618;train;accuracy;49;emotion
0.8110712455151204;train;accuracy;50;emotion
0.8130772555049698;train;accuracy;51;emotion
0.8149223278003391;train;accuracy;52;emotion
0.8168815218127133;train;accuracy;53;emotion
0.8188535793610114;train;accuracy;54;emotion
0.8206840314989982;train;accuracy;55;emotion
0.8226138610236509;train;accuracy;56;emotion
0.824570395748469;train;accuracy;57;emotion
0.8264815567613425;train;accuracy;58;emotion
0.8282975266920919;train;accuracy;59;emotion
0.8301127626858021;train;accuracy;60;emotion
0.8319104956684676;train;accuracy;61;emotion
0.8337122402076685;train;accuracy;62;emotion
0.8354161073279474;train;accuracy;63;emotion
0.8371588288057407;train;accuracy;64;emotion
0.838851870835469;train;accuracy;65;emotion
0.8406528120777224;train;accuracy;66;emotion
0.8421896157347553;train;accuracy;67;emotion
0.8438621219887237;train;accuracy;68;emotion
0.8454787214286245;train;accuracy;69;emotion
0.8470784213223987;train;accuracy;70;emotion
0.8486402783693447;train;accuracy;71;emotion
0.8501836664958141;train;accuracy;72;emotion
0.8516777486782332;train;accuracy;73;emotion
0.853148766398382;train;accuracy;74;emotion
0.8544882966000342;train;accuracy;75;emotion
0.856028622298956;train;accuracy;76;emotion
0.85746237360794;train;accuracy;77;emotion
0.8588560764368043;train;accuracy;78;emotion
0.8602664002231897;train;accuracy;79;emotion
0.8615870066632496;train;accuracy;80;emotion
0.8629477760692522;train;accuracy;81;emotion
0.8642159742971084;train;accuracy;82;emotion
0.8654628766218128;train;accuracy;83;emotion
0.8667106001806155;train;accuracy;84;emotion
0.867962131033859;train;accuracy;85;emotion
0.8691487966814871;train;accuracy;86;emotion
0.8702993454579733;train;accuracy;87;emotion
0.871493639625367;train;accuracy;88;emotion
0.8726179026601166;train;accuracy;89;emotion
0.8737940657212825;train;accuracy;90;emotion
0.8748655240198039;train;accuracy;91;emotion
0.8759638312571034;train;accuracy;92;emotion
0.8770164734930529;train;accuracy;93;emotion
0.8780957937555209;train;accuracy;94;emotion
0.8791685775176024;train;accuracy;95;emotion
0.8802110029044934;train;accuracy;96;emotion
0.881276849831173;train;accuracy;97;emotion
0.882310484419293;train;accuracy;98;emotion
0.8832947620748748;train;accuracy;99;emotion
0.8842696053305997;train;accuracy;100;emotion
0.8852378318303383;train;accuracy;101;emotion
0.8861468728957498;train;accuracy;102;emotion
0.8870905137022089;train;accuracy;103;emotion
0.8879938295942909;train;accuracy;104;emotion
0.8888628542139562;train;accuracy;105;emotion
0.8897275707668056;train;accuracy;106;emotion
0.8906024708153499;train;accuracy;107;emotion
0.8914682878675703;train;accuracy;108;emotion
0.8923229207322521;train;accuracy;109;emotion
0.8932039513536182;train;accuracy;110;emotion
0.8939836812722513;train;accuracy;111;emotion
0.8948318627809915;train;accuracy;112;emotion
0.8955901897370534;train;accuracy;113;emotion
0.8964071506290072;train;accuracy;114;emotion
0.8971519622044436;train;accuracy;115;emotion
0.8979148624047791;train;accuracy;116;emotion
0.8986734832454976;train;accuracy;117;emotion
0.8994322772328837;train;accuracy;118;emotion
0.17008196721311475;test;accuracy;1;emotion
0.17008196721311475;test;accuracy;2;emotion
0.20081967213114754;test;accuracy;3;emotion
0.7858606557377049;test;accuracy;4;emotion
0.8299180327868853;test;accuracy;5;emotion
0.8299180327868853;test;accuracy;6;emotion
0.8299180327868853;test;accuracy;7;emotion
0.8299180327868853;test;accuracy;8;emotion
0.8299180327868853;test;accuracy;9;emotion
0.8299180327868853;test;accuracy;10;emotion
0.8299180327868853;test;accuracy;11;emotion
0.8299180327868853;test;accuracy;12;emotion
0.8319672131147541;test;accuracy;13;emotion
0.8360655737704918;test;accuracy;14;emotion
0.8381147540983607;test;accuracy;15;emotion
0.860655737704918;test;accuracy;16;emotion
0.8637295081967213;test;accuracy;17;emotion
0.8555327868852459;test;accuracy;18;emotion
0.8534836065573771;test;accuracy;19;emotion
0.8545081967213115;test;accuracy;20;emotion
0.8627049180327869;test;accuracy;21;emotion
0.8524590163934426;test;accuracy;22;emotion
0.867827868852459;test;accuracy;23;emotion
0.8647540983606558;test;accuracy;24;emotion
0.867827868852459;test;accuracy;25;emotion
0.867827868852459;test;accuracy;26;emotion
0.8545081967213115;test;accuracy;27;emotion
0.8596311475409836;test;accuracy;28;emotion
0.8555327868852459;test;accuracy;29;emotion
0.8514344262295082;test;accuracy;30;emotion
0.8688524590163934;test;accuracy;31;emotion
0.8698770491803278;test;accuracy;32;emotion
0.8688524590163934;test;accuracy;33;emotion
0.8668032786885246;test;accuracy;34;emotion
0.8709016393442623;test;accuracy;35;emotion
0.8627049180327869;test;accuracy;36;emotion
0.8698770491803278;test;accuracy;37;emotion
0.8668032786885246;test;accuracy;38;emotion
0.8647540983606558;test;accuracy;39;emotion
0.8596311475409836;test;accuracy;40;emotion
0.8657786885245902;test;accuracy;41;emotion
0.8668032786885246;test;accuracy;42;emotion
0.8719262295081968;test;accuracy;43;emotion
0.8698770491803278;test;accuracy;44;emotion
0.8668032786885246;test;accuracy;45;emotion
0.8698770491803278;test;accuracy;46;emotion
0.8483606557377049;test;accuracy;47;emotion
0.860655737704918;test;accuracy;48;emotion
0.8534836065573771;test;accuracy;49;emotion
0.8668032786885246;test;accuracy;50;emotion
0.8586065573770492;test;accuracy;51;emotion
0.8688524590163934;test;accuracy;52;emotion
0.8647540983606558;test;accuracy;53;emotion
0.8504098360655737;test;accuracy;54;emotion
0.8473360655737705;test;accuracy;55;emotion
0.8555327868852459;test;accuracy;56;emotion
0.8616803278688525;test;accuracy;57;emotion
0.8688524590163934;test;accuracy;58;emotion
0.8555327868852459;test;accuracy;59;emotion
0.8637295081967213;test;accuracy;60;emotion
0.8575819672131147;test;accuracy;61;emotion
0.8483606557377049;test;accuracy;62;emotion
0.860655737704918;test;accuracy;63;emotion
0.8698770491803278;test;accuracy;64;emotion
0.8637295081967213;test;accuracy;65;emotion
0.8452868852459017;test;accuracy;66;emotion
0.8360655737704918;test;accuracy;67;emotion
0.8657786885245902;test;accuracy;68;emotion
0.8432377049180327;test;accuracy;69;emotion
0.8729508196721312;test;accuracy;70;emotion
0.8586065573770492;test;accuracy;71;emotion
0.8442622950819673;test;accuracy;72;emotion
0.8504098360655737;test;accuracy;73;emotion
0.8668032786885246;test;accuracy;74;emotion
0.8483606557377049;test;accuracy;75;emotion
0.8463114754098361;test;accuracy;76;emotion
0.8391393442622951;test;accuracy;77;emotion
0.8504098360655737;test;accuracy;78;emotion
0.8524590163934426;test;accuracy;79;emotion
0.8545081967213115;test;accuracy;80;emotion
0.8411885245901639;test;accuracy;81;emotion
0.8688524590163934;test;accuracy;82;emotion
0.826844262295082;test;accuracy;83;emotion
0.8278688524590164;test;accuracy;84;emotion
0.8657786885245902;test;accuracy;85;emotion
0.8545081967213115;test;accuracy;86;emotion
0.8135245901639344;test;accuracy;87;emotion
0.8299180327868853;test;accuracy;88;emotion
0.8545081967213115;test;accuracy;89;emotion
0.8411885245901639;test;accuracy;90;emotion
0.8432377049180327;test;accuracy;91;emotion
0.8350409836065574;test;accuracy;92;emotion
0.8514344262295082;test;accuracy;93;emotion
0.8545081967213115;test;accuracy;94;emotion
0.8473360655737705;test;accuracy;95;emotion
0.8483606557377049;test;accuracy;96;emotion
0.8575819672131147;test;accuracy;97;emotion
0.8340163934426229;test;accuracy;98;emotion
0.8575819672131147;test;accuracy;99;emotion
0.8309426229508197;test;accuracy;100;emotion
0.8596311475409836;test;accuracy;101;emotion
0.8473360655737705;test;accuracy;102;emotion
0.8422131147540983;test;accuracy;103;emotion
0.8319672131147541;test;accuracy;104;emotion
0.8432377049180327;test;accuracy;105;emotion
0.8586065573770492;test;accuracy;106;emotion
0.8627049180327869;test;accuracy;107;emotion
0.8452868852459017;test;accuracy;108;emotion
0.8596311475409836;test;accuracy;109;emotion
0.8565573770491803;test;accuracy;110;emotion
0.8350409836065574;test;accuracy;111;emotion
0.8452868852459017;test;accuracy;112;emotion
0.8647540983606558;test;accuracy;113;emotion
0.8258196721311475;test;accuracy;114;emotion
0.8473360655737705;test;accuracy;115;emotion
0.8637295081967213;test;accuracy;116;emotion
0.8627049180327869;test;accuracy;117;emotion
0.8422131147540983;test;accuracy;118;emotion
0.8703263329885239;train;loss;1;emotion
0.8655089580481141;train;loss;2;emotion
0.7800578006348935;train;loss;3;emotion
0.7183484769001917;train;loss;4;emotion
0.5972342438602496;train;loss;5;emotion
0.5091947144205786;train;loss;6;emotion
0.47921343298217445;train;loss;7;emotion
0.4672013372411977;train;loss;8;emotion
0.46014256504240675;train;loss;9;emotion
0.4546828636262797;train;loss;10;emotion
0.441121755197438;train;loss;11;emotion
0.44001213252269444;train;loss;12;emotion
0.4258314359041436;train;loss;13;emotion
0.4215969800765792;train;loss;14;emotion
0.41661730561422605;train;loss;15;emotion
0.4026519192267173;train;loss;16;emotion
0.3925451497766435;train;loss;17;emotion
0.3937379661918847;train;loss;18;emotion
0.39775330958642574;train;loss;19;emotion
0.370989837520004;train;loss;20;emotion
0.37583780051927457;train;loss;21;emotion
0.36800854655793236;train;loss;22;emotion
0.36695702664978014;train;loss;23;emotion
0.3566123653319724;train;loss;24;emotion
0.35179437873364716;train;loss;25;emotion
0.3534946551175071;train;loss;26;emotion
0.3403640409453229;train;loss;27;emotion
0.33483687903195514;train;loss;28;emotion
0.3346985266307633;train;loss;29;emotion
0.32195804265448524;train;loss;30;emotion
0.32273230830380273;train;loss;31;emotion
0.3119652161440563;train;loss;32;emotion
0.31071863456728027;train;loss;33;emotion
0.3056078096617802;train;loss;34;emotion
0.30362507138785066;train;loss;35;emotion
0.2929813628056794;train;loss;36;emotion
0.2837022591682045;train;loss;37;emotion
0.2796320018402923;train;loss;38;emotion
0.27269878025729494;train;loss;39;emotion
0.26358124603069116;train;loss;40;emotion
0.263078038079014;train;loss;41;emotion
0.256179250795862;train;loss;42;emotion
0.24629127758548908;train;loss;43;emotion
0.24468320739507554;train;loss;44;emotion
0.23636418221273037;train;loss;45;emotion
0.23770804891886924;train;loss;46;emotion
0.22180578198144524;train;loss;47;emotion
0.22798354145443053;train;loss;48;emotion
0.21574115369761068;train;loss;49;emotion
0.20564079356939746;train;loss;50;emotion
0.21486837391300972;train;loss;51;emotion
0.20239546971022318;train;loss;52;emotion
0.1888067942210065;train;loss;53;emotion
0.1789532413105669;train;loss;54;emotion
0.1874495424418068;train;loss;55;emotion
0.17955587920028696;train;loss;56;emotion
0.1626727925255505;train;loss;57;emotion
0.15985210851667356;train;loss;58;emotion
0.16075934848529996;train;loss;59;emotion
0.15306173058762299;train;loss;60;emotion
0.15185606954709988;train;loss;61;emotion
0.14201635617222436;train;loss;62;emotion
0.14041124802867552;train;loss;63;emotion
0.13156598484451987;train;loss;64;emotion
0.13440912592294949;train;loss;65;emotion
0.11842674096002755;train;loss;66;emotion
0.13480953460149678;train;loss;67;emotion
0.11813043002927077;train;loss;68;emotion
0.11269670760002215;train;loss;69;emotion
0.10944120046887441;train;loss;70;emotion
0.11524271183307815;train;loss;71;emotion
0.10368164390065865;train;loss;72;emotion
0.10483750346943026;train;loss;73;emotion
0.0988771661673064;train;loss;74;emotion
0.11562879120063195;train;loss;75;emotion
0.07835828784809303;train;loss;76;emotion
0.08509968952115898;train;loss;77;emotion
0.08325538093244217;train;loss;78;emotion
0.08115476246126978;train;loss;79;emotion
0.08897161146941887;train;loss;80;emotion
