train acc;val acc;train loss;val loss
0.39923224568138194;0.3726661687826736;3.1244520118277728;1.3493116467278603
0.4547344849648113;0.3726661687826736;1.2831901153996443;1.4697061064886103
0.48976327575175943;0.3726661687826736;1.0509961646333843;1.387208989612018
0.510956493921945;0.3741598207617625;1.0132079098900388;1.3280058424360632
0.5268714011516314;0.4339058999253174;0.9664848439600402;1.2972191152864645
0.5420132224354873;0.46676624346527257;0.9125488059153102;1.2342040476467824
0.5560277853943881;0.4981329350261389;0.8653524853789646;1.1803277078362167
0.5694177863083814;0.5302464525765497;0.8183864771518964;1.167009948793857
0.5822847799815171;0.5526512322628827;0.7762268045660935;1.1791149197985114
0.5939219449776072;0.5280059746079163;0.7375250691148767;1.3334752327475288
0.6055662188099808;0.5003734129947722;0.7033223822684297;1.3820474131771483
0.617402431222009;0.5175504107542942;0.6454561262922415;1.3903943126641432
0.6286972784093705;0.4943988050784167;0.6000195306535722;1.501693468293296
0.6369390366511288;0.4682598954443615;0.6163112178530665;1.6186377345135712
0.6447856685860525;0.46452576549663926;0.6111769054802426;1.7361913106617775
0.6519113883557262;0.48693054518297235;0.5777479664721096;1.5959194780197314
0.6587444958789658;0.44286781179985063;0.5485419930457611;1.7149849769515364
0.6662223643989479;0.4988797610156833;0.5011720789580946;1.655143265051126
0.6753880863386874;0.4727408513816281;0.41266655258391044;1.6104836490636802
0.6851887396033269;0.4443614637789395;0.3365960355874292;1.7025205871790001
0.6946653261432532;0.4368932038834951;0.31749624416222577;1.9786796949086036
0.7032949456174025;0.45332337565347275;0.3156815657269398;1.8140183583046625
0.7116470555509193;0.46153846153846156;0.3022508980016333;1.9850237695382014
0.7196896992962252;0.4652725914861837;0.2670976985543871;2.201365140234026
0.7278566858605247;0.49290515309932786;0.21939436915930616;2.063254215541039
0.7358260741178207;0.4705003734129948;0.1907224337488737;1.9838486260847872
0.7436672116774484;0.47572815533980584;0.16327990363194098;2.1815870529328647
0.7511539164610181;0.48917102315160566;0.14838904139757994;2.400860421954918
0.7578595539082666;0.4167289021657954;0.15764329310027514;2.9636772866566026
0.7641608018767327;0.46377893950709487;0.16681982225530512;2.2010283758606457
0.7696840236930634;0.4772218073188947;0.17435360979467573;2.5889971688935076
0.7752419225847729;0.4458551157580284;0.15536043484786421;2.4919413051291843
0.7807828767521666;0.4368932038834951;0.12950625107340605;2.7892686033355734
0.7860637537164578;0.43539955190440627;0.1201941205923918;3.2084628088070084
0.791106845809341;0.4443614637789395;0.1107750016283089;3.6443086567879437
0.7955498684865288;0.38536221060492903;0.13621614423061476;4.388883098548166
0.7996057477823313;0.3674383868558626;0.16701793685669863;5.141370985559601
0.8032966292891538;0.4316654219566841;0.16517144563635877;3.673799376954242
0.8059615794740554;0.33980582524271846;0.253686765181431;5.514798549683437
0.8078934740882917;0.48020911127707244;0.34559217461945535;2.9403783425722128
0.809863770422733;0.47348767737117253;0.2834460830991648;2.526317698106203
0.8130046004326235;0.4772218073188947;0.1579820977301073;2.3593573344118832
0.8163266824383639;0.45108289768483945;0.12035543936818971;2.8259669343778855
0.8195922759262491;0.4592979835698282;0.11024435500060795;3.304824001847852
0.8227767114523352;0.46228528752800596;0.10188353685179508;4.331898720964199
0.8254471612562241;0.4727408513816281;0.13408868776077806;3.8939704862969235
0.8282285838744368;0.4652725914861837;0.1290275930228595;6.699233513077842
0.8308341330774153;0.46676624346527257;0.12185063696468174;3.3112908730852326
0.8334051470876258;0.47348767737117253;0.12617351602517446;3.606640528706671
0.835918106206014;0.4958924570575056;0.12280480269764527;3.199743116676496
