train acc;val acc;train loss;val loss
0.31858902575587905;0.38521836506159013;1.6078554215650143;1.3286113509405635
0.3460246360582307;0.38521836506159013;1.3476467279410709;1.3239031817851648
0.35712952594251585;0.38521836506159013;1.332786948923835;1.3186412977611632
0.36198208286674133;0.4333706606942889;1.325036281167059;1.2464924325868236
0.374020156774916;0.43561030235162373;1.2164733822375102;1.134244344669654
0.3955300485255692;0.5274356103023516;1.1422836307982716;1.0922516413525265
0.41845304751239804;0.5139977603583427;1.0827649081540935;1.0895588076261498
0.43487541993281076;0.5632698768197089;1.0911123071779463;1.0432327687406593
0.44988801791713323;0.5733482642777156;1.0592399827576966;1.0239315717778308
0.46192609182530797;0.5979843225083986;1.040898758112917;1.0167746903648034
0.47404051715361906;0.5968645016797313;1.0188550260272566;1.0121702282185785
0.48457913400522584;0.593505039193729;1.009087153137865;1.0166019604427683
0.4936687053148419;0.6080627099664053;0.9984790321693976;0.9983839097642419
0.5017397216445368;0.6080627099664053;0.9937386919910136;0.9908303320074134
0.5090145576707726;0.6002239641657335;0.981178072972634;0.993929677153755
0.5155900055991042;0.6125419932810751;0.984712342532458;0.9886666255328316
0.5216388907186614;0.6080627099664053;0.966940270426025;0.9929770143141539
0.5272645265646385;0.6047032474804032;0.9599839528357195;0.9971183003129778
0.5324600695467673;0.6181410974244121;0.9507598725438519;1.0020419090886132
0.5371640537513998;0.5979843225083986;0.9395167670084408;1.033667323837622
0.5416999946675198;0.5991041433370661;0.9421834493137287;1.0213579135672644
0.5456072482948183;0.6170212765957447;0.9358625857186611;0.9986904214771437
0.5494425239787721;0.6192609182530795;0.9253789235870088;1.0561515536046642
0.5532031541620007;0.606942889137738;0.9122308392540739;1.0042262682055039
0.5567413213885778;0.6058230683090705;0.9019735362735334;1.0278557170545402
0.5602442070807132;0.6147816349384099;0.887420507187539;1.0665147217764432
0.5636016755837584;0.6125419932810751;0.8905410196586259;1.0364807388950703
0.5665893457046872;0.5979843225083986;0.8921572014038667;1.0765503635598723
0.5695736957948797;0.6136618141097424;0.8760613411965322;1.045799467625036
0.5729843225083987;0.6002239641657335;0.8532312241406884;1.06416390924678
0.5761749087887873;0.5879059350503919;0.8355284569511755;1.094652010238451
0.57909609462486;0.568868980963046;0.8413056697183333;1.1515704955392563
0.581806304930605;0.5946248600223965;0.8392247788583044;1.0664719967932876
0.5846946841446545;0.6013437849944009;0.8110125481348155;1.0724728641424575
0.5876579747240441;0.6047032474804032;0.7775484174656841;1.115305314405768
0.5905810625855419;0.5565509518477044;0.7761559035850132;1.231953119644259
0.5933688447686208;0.5823068309070548;0.7685468192864106;1.2068663066605572
0.5961351446926386;0.5834266517357223;0.7751003726732825;1.1992726575620765
0.5980991759267236;0.5755879059350504;0.816635494937021;1.312895108977998
0.600979843225084;0.5834266517357223;0.7243215746735405;1.406056205743104
0.6033307841477071;0.6002239641657335;0.7441525176284295;1.3026359388302315
0.6054497946995148;0.5890257558790594;0.7475642796192832;1.1780242157676586
0.6079129664835021;0.5733482642777156;0.720627765706245;1.2999157294180466
0.6097424412094065;0.5923852183650616;0.7710993448804234;1.210136332410447
0.6118203309692671;0.5755879059350504;0.7418622125570077;1.2877802042517923
0.6142947563172501;0.5655095184770437;0.6973599427090781;1.3749199546331254
0.6167889733387338;0.5655095184770437;0.6748756700907683;1.4403013972125422
0.6194417226577081;0.5498320268756999;0.6432718099298296;1.6327227873337629
0.6221518842699454;0.5274356103023516;0.6193382322854986;1.798324959809409
0.62508398656215;0.5408734602463606;0.5953195743170991;1.920940140727386
0.6279834442175526;0.5386338185890257;0.5751435007119899;1.806448282880452
